% Object Names and Observation Date
Popular Object Name: RULup
Simbad Object Name(s): 2MASS J15564230-3749154|CD-37 10602|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392|Gaia DR3 6010114558131195392|HBC 251|HD 142560|HIP 78094|IRAS 15534-3740|IRAS f15533-3740|Sz 83|THA 15-13|TYC 7838-00546-1|V* RU LUP|WISE a j155642.30-374915.7|Wray 15-1386
Observation Date: 2022-07-12 07:12:29.874116+00:00
Julian Observation Date: 2459772.800335648

% Reference and Citation
Principal Investigator for Primary Spectrum: A Banzatti
Reference for Primary Spectrum: Banzatti et al 2022
Spectrograph: ISHELL
Reference for Spectroscopic Line Data: Hitran2016 molecular spectroscopic database (Gordon et al. 2017) at hitran.org
Data Prepared and Organized by: A Banzatti, C Wheeler, SpExoDisks (4-2025)
SpExoDisks Backend written by: Dr Caleb Wheeler (chw3k5@gmail.com), Underground Instruments

% Online Database
Downloadable: True

% Spectrum Context
Spectral Flux: Calibrated (Jansky)
Spectral Wavelength/Velocity Reference Frame: HELIO
Wavelength Units: um=10^-6 meters
Wavelength Range: (4.516609936576374 um, 5.2322119643595695 um)

% Flux Calibration
# The Primary Spectrum is Flux Calibrated using the following
flux_cal,flux_cal_error,wavelength_um,ref
1.7,0.11,4.6,allWISE

% Spectroscopic Line Data
wavelength_um,molecule,isotopologue,transition,upper_level,lower_level,frequency_GHz,einstein_A,upper_level_energy,lower_level_energy,g_statistical_weight_upper_level,g_statistical_weight_lower_level
4.539248197984012,1502.6269984666592,nan,3.7141940593719482
4.539266316603475,1503.8296317559004,nan,9.932656288146973
4.539284912028713,1505.0639132896526,nan,85.64347076416016
4.539303030648177,1506.2665465789526,nan,41.926483154296875
4.539321149267639,1507.4691798681936,nan,83.34230041503906
4.539339267887103,1508.671813157494,nan,53.950225830078125
4.5393578633123415,1509.906094691246,nan,5.541568279266357
4.539375981931805,1511.1087279805463,nan,73.32598114013672
4.5393941005512675,1512.311361269787,nan,27.668193817138672
4.539412219170731,1513.5139945590872,nan,230.15988159179688
4.53943081459597,1514.7482760928394,nan,32.37004470825195
4.539448933215432,1515.9509093820807,nan,273.3434143066406
4.539467051834896,1517.1535426713806,nan,54.08390426635742
4.539485170454359,1518.3561759606807,nan,1009.8297729492188
4.539503765879597,1519.5904574943738,nan,15.835188865661621
4.53952188449906,1520.7930907836742,nan,203.3758544921875
4.539540003118524,1521.995724072974,nan,44.71848678588867
4.539558121737986,1523.1983573622151,nan,69.95628356933594
4.53957624035745,1524.4009906515155,nan,16.409982681274414
4.5395948357826885,1525.6352721852675,nan,24.970518112182617
4.539612954402151,1526.8379054745087,nan,10.139947891235352
4.5396310730216145,1528.0405387638089,nan,24.71491813659668
4.539649191641078,1529.243172053109,nan,1733.5533447265625
4.5396673102605405,1530.44580534235,nan,60.45769500732422
4.539685905685779,1531.6800868761022,nan,98.2085189819336
4.539704024305243,1532.8827201654024,nan,201.7798614501953
4.539722142924705,1534.0853534546436,nan,100.79224395751953
4.539740261544169,1535.2879867439435,nan,37.90313720703125
4.539758380163632,1536.4906200332434,nan,945.7601318359375
4.53977697558887,1537.724901566937,nan,110.42245483398438
4.539795094208333,1538.9275348562367,nan,4.340322494506836
4.539813212827797,1540.1301681455373,nan,2.5754261016845703
4.539831331447259,1541.332801434778,nan,1.991370439529419
4.539849450066723,1542.5354347240782,nan,1.2035925388336182
4.5398680454919615,1543.7697162578304,nan,0.7738751173019409
4.539886164111424,1544.9723495470716,nan,0.5935823321342468
4.5399042827308875,1546.1749828363716,nan,0.4941045343875885
4.539922401350351,1547.3776161256717,1.8540364503860474,0.3855245113372803
4.5399405199698135,1548.580249414913,1.7957135438919067,0.32089680433273315
4.539958638589277,1549.7828827042129,1.7722704410552979,0.2823048532009125
4.53997675720874,1550.9855159935132,2.1808340549468994,0.24592193961143494
4.539995352633978,1552.2197975272063,2.080833673477173,0.21349692344665527
4.540013471253442,1553.4224308165062,1.9213298559188843,0.19132907688617706
4.540031589872905,1554.6250641058064,1.7075402736663818,0.18123629689216614
4.540049708492368,1555.8276973950476,1.6910614967346191,0.16939686238765717
4.540067827111831,1557.0303306843475,1.8047854900360107,0.1571764051914215
4.5400859457312945,1558.2329639736477,1.9163898229599,0.14773070812225342
4.540104064350757,1559.435597262889,1.8092387914657593,0.14247961342334747
4.540122659775996,1560.6698787966413,1.5806825160980225,0.1401343196630478
4.540140778395459,1561.8725120859413,1.770655632019043,0.13781170547008514
4.540158897014922,1563.075145375182,1.792600393295288,0.13625292479991913
4.540177015634385,1564.2777786644822,2.04687237739563,0.13765335083007812
4.540195134253849,1565.4804119537823,1.8356457948684692,0.1379350870847702
4.540213252873311,1566.6830452430236,1.923683524131775,0.13501624763011932
4.540231371492775,1567.8856785323235,1.6530966758728027,0.12970973551273346
4.540249490112238,1569.0883118216234,1.735661268234253,0.12323567271232605
4.540267608731701,1570.2909451108646,1.856172800064087,0.11744639277458191
4.540286204156939,1571.5252266446169,1.8474258184432983,0.11677548289299011
4.540304322776403,1572.7278599339172,1.8413010835647583,0.1122790202498436
4.540322441395865,1573.9304932231582,1.793363332748413,0.10601384937763214
4.540340560015329,1575.1331265124584,1.8467525243759155,0.10347290337085724
4.540358678634792,1576.3357598017585,1.736429214477539,0.10207206010818481
4.540376797254255,1577.5383930909998,1.613385558128357,0.09864379465579987
4.540394915873718,1578.7410263802997,1.672842264175415,0.09545616060495377
4.540413034493182,1579.9436596695996,1.7793736457824707,0.09210746735334396
4.540431153112644,1581.1462929588408,1.8776555061340332,0.0898890569806099
4.540449271732108,1582.348926248141,1.7486236095428467,0.08780517429113388
4.540467390351571,1583.5515595374409,1.6876262426376343,0.08724753558635712
4.540485508971034,1584.754192826682,1.7245268821716309,0.0854606106877327
4.540503627590497,1585.9568261159818,1.749927043914795,0.08476506173610687
4.540522223015736,1587.1911076497342,1.90749990940094,0.08511016517877579
4.540540341635198,1588.3937409389753,1.699995994567871,0.08649402111768723
4.540558460254662,1589.5963742282756,1.7654483318328857,0.08610997349023819
4.540576578874125,1590.7990075175755,1.8763169050216675,0.08532033115625381
4.540594697493588,1592.0016408068168,1.8244469165802002,0.08600790053606033
4.540612816113051,1593.204274096117,1.9209609031677246,0.08644215762615204
4.540630934732515,1594.4069073854168,1.7654062509536743,0.08728210628032684
4.540649053351977,1595.609540674658,1.9303090572357178,0.08940950036048889
4.540667171971441,1596.812173963958,1.8558008670806885,0.09005586057901382
4.540685290590904,1598.0148072532581,1.77252995967865,0.09113101661205292
4.540703409210367,1599.2174405424994,1.6715439558029175,0.09074617922306061
4.54072152782983,1600.4200738317993,1.741723656654358,0.09049800783395767
4.5407396464492935,1601.6227071210997,1.7100718021392822,0.09148761630058289
4.540757765068756,1602.8253404103402,1.7229219675064087,0.09226018190383911
4.5407758836882195,1604.0279736996404,1.7923649549484253,0.09107967466115952
4.540794002307683,1605.2306069889405,1.8235150575637817,0.09351765364408493
4.5408121209271455,1606.4332402781815,1.847212553024292,0.09492315351963043
4.540830239546609,1607.635873567482,1.7980012893676758,0.09466738253831863
4.540848358166072,1608.8385068567818,1.77528715133667,0.09765017032623291
4.540866476785535,1610.041140146023,1.832977533340454,0.10058561712503433
4.540884595404998,1611.243773435323,1.8221592903137207,0.10255468636751175
4.540902714024462,1612.446406724623,1.8579944372177124,0.10417588800191879
4.540920832643924,1613.6490400138644,1.7885161638259888,0.10917689651250839
4.540938951263388,1614.8516733031643,1.7576438188552856,0.11709113419055939
4.540957069882851,1616.0543065924644,1.7246116399765015,0.11984127759933472
4.540975188502314,1617.2569398817056,1.781315565109253,0.1240893304347992
4.540993307121777,1618.4595731710056,2.020355701446533,0.13368111848831177
4.541011425741241,1619.6622064603055,1.9445457458496094,0.14244550466537476
4.541029544360703,1620.8648397495467,1.8493452072143555,0.15236447751522064
4.541047662980167,1622.0674730388469,1.906811237335205,0.16446635127067566
4.54106578159963,1623.270106328147,1.7476496696472168,0.18431313335895538
4.541083900219093,1624.472739617388,1.8414140939712524,0.2029516100883484
4.541102018838556,1625.6753729066884,1.9474960565567017,0.2204325646162033
4.541120137458019,1626.8780061959292,1.9153110980987549,0.2451731115579605
4.541138256077482,1628.0806394852293,1.851559042930603,0.277141809463501
4.541156374696945,1629.2832727745295,nan,0.3205767869949341
4.541174493316408,1630.4859060637705,2.1151840686798096,0.3961292803287506
4.541192135130096,1631.6568911086183,nan,0.5425577163696289
4.5412102537495596,1632.8595243979187,nan,0.6505769491195679
4.541228372369022,1634.0621576871597,nan,0.758150577545166
4.5412464909884855,1635.2647909764596,nan,1.0144274234771729
4.541264609607949,1636.4674242657597,nan,1.23755943775177
4.5412827282274115,1637.6700575550008,nan,1.4883465766906738
4.541300846846875,1638.8726908443011,nan,2.80916690826416
4.541318965466338,1640.075324133601,nan,3.0587384700775146
4.541337084085801,1641.2779574228423,nan,577.1419067382812
4.541355202705264,1642.4805907121424,nan,86.79923248291016
4.541373321324728,1643.6832240014423,nan,612.9534912109375
4.54139143994419,1644.8858572906836,nan,55501.0703125
4.541409558563654,1646.0884905799835,nan,918.2273559570312
4.541427200377342,1647.2594756248313,nan,289.1417541503906
4.5414453189968045,1648.4621089140726,nan,1220.3037109375
4.541463437616268,1649.6647422033727,nan,34844.12109375
4.541481556235731,1650.8673754926726,nan,1347.7073974609375
4.541499674855194,1652.0700087819139,nan,528.2091064453125
4.541517793474657,1653.2726420712138,nan,6439.375
4.541535912094121,1654.475275360514,nan,2932.795166015625
4.541554030713583,1655.6779086497552,nan,11.703423500061035
4.541572149333047,1656.880541939055,nan,8.973068237304688
4.541589791146735,1658.051526983903,nan,13.971684455871582
4.541607909766197,1659.2541602731442,nan,41.87698745727539
4.541626028385661,1660.456793562444,nan,93.27120971679688
4.541644147005124,1661.6594268517442,nan,266.551513671875
4.541662265624587,1662.8620601409855,nan,6.587221622467041
4.54168038424405,1664.0646934302854,nan,11197.3056640625
4.541698502863514,1665.2673267195858,nan,4022.11962890625
4.541716144677201,1666.4383117643747,nan,18.930753707885742
4.541734263296664,1667.6409450536746,nan,385.0898742675781
4.541752381916127,1668.8435783429156,nan,20.941503524780273
4.54177050053559,1670.0462116322158,nan,3.1016368865966797
4.541788619155054,1671.2488449215157,nan,2.4038901329040527
4.541806737774516,1672.451478210757,nan,1.63202702999115
4.54182485639398,1673.654111500057,nan,1.2438061237335205
4.541842498207668,1674.825096544905,nan,0.9057202935218811
4.5418606168271305,1676.0277298341462,nan,0.6617539525032043
4.541878735446594,1677.2303631234463,nan,0.5828039646148682
4.541896854066057,1678.4329964127462,nan,0.49604660272598267
4.54191497268552,1679.6356297019875,2.1250953674316406,0.43512389063835144
4.541932614499208,1680.8066147468353,2.3437466621398926,0.37875625491142273
4.5419507331186715,1682.0092480361354,2.160971164703369,0.331302672624588
4.541968851738134,1683.2118813253767,1.677847981452942,0.28816184401512146
4.5419869703575975,1684.4145146146766,2.005309820175171,0.2663740813732147
4.542005088977061,1685.6171479039765,1.8273396492004395,0.23158562183380127
4.5420232075965234,1686.8197811932178,1.982142448425293,0.20675498247146606
4.542040849410212,1687.9907662380656,1.8961166143417358,0.19625809788703918
4.542058968029675,1689.1933995273657,1.8999443054199219,0.19565613567829132
4.542077086649138,1690.396032816607,2.0515573024749756,0.19134820997714996
4.542095205268601,1691.598666105907,1.9943037033081055,0.17194363474845886
4.542112847082289,1692.769651150755,1.9492310285568237,0.1522197127342224
4.542130965701752,1693.9722844399962,2.0374655723571777,0.1395089030265808
4.542149084321215,1695.174917729296,1.8869980573654175,0.12949907779693604
4.5421672029406785,1696.3775510185963,1.837469220161438,0.11997958272695541
4.542185321560141,1697.5801843078375,1.9320025444030762,0.11480463296175003
4.542202963373829,1698.7511693526853,2.0511581897735596,0.1096307560801506
4.542221081993292,1699.9538026419261,1.8507803678512573,0.1045675128698349
4.542239200612755,1701.1564359312265,1.939528465270996,0.10150231420993805
4.542257319232219,1702.3590692205264,1.819169282913208,0.09882370382547379
4.542274961045906,1703.5300542653154,1.7956748008728027,0.09663029760122299
4.542293079665369,1704.7326875546153,1.9927974939346313,0.09343336522579193
4.542311198284833,1705.9353208439156,1.8576220273971558,0.09238246828317642
4.542329316904295,1707.1379541331564,1.7525840997695923,0.0900954157114029
4.542346958717983,1708.3089391780045,1.962479591369629,0.0889180600643158
4.542365077337447,1709.5115724673049,1.838919997215271,0.08678906410932541
4.542383195956909,1710.7142057565457,1.848747730255127,0.08611033111810684
4.542401314576373,1711.9168390458456,1.9615050554275513,0.08621611446142197
4.542418956390061,1713.0878240906936,1.840141773223877,0.08579294383525848
4.5424370750095235,1714.2904573799349,1.793737530708313,0.0848323330283165
4.542455193628987,1715.4930906692348,1.8209922313690186,0.08360491693019867
4.54247331224845,1716.6957239585352,1.981740117073059,0.09425446391105652
4.542490954062138,1717.8667090033239,1.937792181968689,0.08815731108188629
4.542509072681601,1719.069342292624,1.8413833379745483,0.08103077113628387
4.5425271913010645,1720.271975581924,1.8710418939590454,0.08090699464082718
4.542544833114752,1721.4429606267133,1.7636548280715942,0.08116961270570755
4.542562951734215,1722.6455939160132,1.8626738786697388,0.08120937645435333
4.542581070353679,1723.8482272053132,1.9429819583892822,0.08461543917655945
4.542599188973141,1725.0508604945542,1.8312759399414062,0.08537144958972931
4.542616830786829,1726.2218455394022,1.947478175163269,0.08208301663398743
4.542634949406292,1727.4244788286433,1.8098435401916504,0.08299247175455093
4.542653068025755,1728.6271121179436,1.70064377784729,0.0832240954041481
4.542670709839443,1729.7980971627915,1.8213251829147339,0.08427705615758896
4.542688828458906,1731.0007304520323,1.7747877836227417,0.08550437539815903
4.542706947078369,1732.2033637413326,1.831342101097107,0.08502721786499023
4.5427245888920575,1733.3743487861807,1.7705602645874023,0.0854528471827507
4.54274270751152,1734.5769820754217,1.8247992992401123,0.08632463216781616
4.5427608261309835,1735.7796153647216,1.7064008712768555,0.0873456746339798
4.542778467944672,1736.9506004095695,1.7428709268569946,0.08953630924224854
4.542796586564134,1738.1532336988107,1.8244043588638306,0.10087931156158447
4.542814705183598,1739.3558669881106,1.768842101097107,0.10317432880401611
4.542832346997286,1740.5268520329585,1.7952699661254883,0.09636882692575455
4.542850465616748,1741.7294853221997,1.7771514654159546,0.10062842071056366
4.542868584236212,1742.9321186114998,1.9531649351119995,0.10552240908145905
4.5428862260499,1744.103103656348,1.8393471240997314,0.10918846726417542
4.542904344669362,1745.3057369455892,1.8303172588348389,0.11097537726163864
4.542922463288826,1746.508370234889,1.9263826608657837,0.11449538916349411
4.542940105102513,1747.6793552796778,1.8642739057540894,0.1152067482471466
4.5429582237219766,1748.8819885689782,1.7978415489196777,0.1179267168045044
4.54297634234144,1750.084621858278,1.6926008462905884,0.12193890661001205
4.542993984155127,1751.255606903067,1.6564489603042603,0.1282719075679779
4.543012102774591,1752.458240192367,1.70408034324646,0.13607856631278992
4.543029744588279,1753.629225237215,1.7194970846176147,0.13819994032382965
4.543047863207741,1754.8318585264562,1.9396605491638184,0.14408686757087708
4.543065981827205,1756.0344918157562,1.8319034576416016,0.1507997065782547
4.543083623640893,1757.205476860604,1.7887952327728271,0.1602119654417038
4.5431017422603555,1758.4081101498452,1.9938545227050781,0.17311426997184753
4.543119860879819,1759.6107434391454,1.9207918643951416,0.19349618256092072
4.543137502693507,1760.7817284839932,1.5531682968139648,0.2103511393070221
4.54315562131297,1761.9843617732345,1.9802297353744507,0.2369302362203598
4.543173263126658,1763.1553468180823,1.5304017066955566,0.26945656538009644
4.54319138174612,1764.3579801073233,1.502849817276001,0.34208324551582336
4.543209500365584,1765.5606133966235,1.9920238256454468,0.42038509249687195
4.543227142179272,1766.7315984414713,nan,0.43954354524612427
4.543245260798734,1767.9342317307126,nan,0.545383632183075
4.5432629026124225,1769.1052167755606,nan,0.6509042978286743
4.543281021231886,1770.3078500648605,nan,0.9695037007331848
4.543298663045573,1771.4788351096493,nan,1.3496979475021362
4.543316781665037,1772.6814683989496,nan,1.9912127256393433
4.5433349002845,1773.8841016882495,nan,2.5688059329986572
4.543352542098187,1775.0550867330385,nan,3.0455939769744873
4.543370660717651,1776.2577200223386,nan,4.347962379455566
4.543388302531339,1777.4287050671867,nan,15.456171989440918
4.543406421150801,1778.6313383564277,nan,7872.06689453125
4.5434240629644895,1779.8023234012755,nan,2423.448486328125
4.543442181583953,1781.0049566905755,nan,47.276405334472656
4.5434603002034155,1782.2075899798167,nan,441.5975341796875
4.543477942017104,1783.3785750246645,nan,93.93104553222656
4.543496060636566,1784.5812083139058,nan,621.0420532226562
4.543513702450254,1785.7521933587539,nan,222.4990692138672
4.543531821069718,1786.9548266480538,nan,79.89311218261719
4.543549462883405,1788.1258116928427,nan,52.13921356201172
4.543567581502868,1789.3284449821426,nan,22.710235595703125
4.543585223316557,1790.4994300269907,nan,40.315181732177734
4.543603341936019,1791.7020633162317,nan,23.37142562866211
